Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
196,51,Male,Jacket,Outerwear,179,New York,M,Magenta,Winter,4.6,Yes,Store Pickup,Yes,Yes,34,Credit Card,Bi-Weekly
197,38,Male,Boots,Footwear,69,Washington,M,Lavender,Spring,4.0,Yes,Next Day Air,Yes,Yes,41,Credit Card,Weekly
198,59,Male,Scarf,Accessories,16,South Carolina,M,Black,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Weekly
199,57,Male,Jewelry,Accessories,97,Utah,M,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,39,Credit Card,Fortnightly
200,54,Male,Hat,Accessories,19,Idaho,XL,Green,Fall,4.2,Yes,Free Shipping,Yes,Yes,32,Cash,Bi-Weekly
201,25,Male,Dress,Clothing,21,Pennsylvania,S,Teal,Summer,3.7,Yes,Standard,Yes,Yes,29,Venmo,Monthly
202,69,Male,Blouse,Clothing,33,Missouri,S,Beige,Spring,4.8,Yes,Next Day Air,Yes,Yes,15,Bank Transfer,Every 3 Months
203,57,Male,Hat,Accessories,11,Nebraska,L,Magenta,Winter,3.1,Yes,Store Pickup,Yes,Yes,33,Venmo,Bi-Weekly
204,70,Male,Scarf,Accessories,4,Indiana,S,Yellow,Spring,3.0,Yes,Standard,Yes,Yes,18,Bank Transfer,Every 3 Months
205,24,Male,Sneakers,Footwear,59,Arizona,M,Yellow,Summer,4.9,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
206,67,Male,Shirt,Clothing,39,Hawaii,M,Silver,Fall,4.3,Yes,Next Day Air,Yes,Yes,25,PayPal,Monthly
207,24,Male,T-shirt,Clothing,16,Wisconsin,L,Silver,Spring,4.1,Yes,Standard,Yes,Yes,6,Venmo,Quarterly
208,62,Male,Gloves,Accessories,6,Rhode Island,M,Silver,Spring,2.6,Yes,Free Shipping,Yes,Yes,17,Bank Transfer,Every 3 Months
209,57,Male,Skirt,Clothing,22,Wisconsin,M,Gold,Summer,4.7,Yes,Store Pickup,Yes,Yes,17,Credit Card,Every 3 Months
210,55,Male,Sandals,Footwear,60,Minnesota,S,Olive,Summer,4.5,Yes,Store Pickup,Yes,Yes,44,Cash,Weekly
211,45,Male,Jacket,Outerwear,175,Vermont,L,Teal,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Quarterly
212,69,Male,Skirt,Clothing,33,South Dakota,L,Maroon,Summer,4.3,Yes,Express,Yes,Yes,45,Debit Card,Weekly
213,67,Male,Handbag,Accessories,40,Virginia,L,Blue,Spring,4.3,Yes,Express,Yes,Yes,7,Debit Card,Quarterly
214,30,Male,Handbag,Accessories,192,Nevada,L,Peach,Winter,4.6,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
215,24,Male,Jacket,Outerwear,67,Hawaii,L,Blue,Fall,4.9,Yes,Store Pickup,Yes,Yes,41,Cash,Weekly
216,62,Male,Scarf,Accessories,7,New Jersey,S,Orange,Fall,2.5,Yes,Store Pickup,Yes,Yes,24,PayPal,Monthly
217,43,Male,Shorts,Clothing,57,Massachusetts,L,Yellow,Summer,4.8,Yes,Express,Yes,Yes,21,Venmo,Monthly
218,35,Male,Sunglasses,Accessories,20,Oklahoma,M,Purple,Spring,4.2,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Monthly
219,28,Male,T-shirt,Clothing,50,California,S,Magenta,Summer,4.3,Yes,Next Day Air,Yes,Yes,8,Credit Card,Quarterly
220,32,Male,Belt,Accessories,17,Nevada,M,Cyan,Winter,3.6,Yes,Standard,Yes,Yes,12,Cash,Every 3 Months
221,39,Male,Sneakers,Footwear,56,Arizona,S,Indigo,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Weekly
222,28,Male,Hat,Accessories,15,North Carolina,XL,Magenta,Summer,3.6,Yes,Next Day Air,Yes,Yes,6,Bank Transfer,Quarterly
223,47,Male,Gloves,Accessories,15,New York,XL,Gray,Winter,4.8,Yes,Store Pickup,Yes,Yes,14,PayPal,Every 3 Months
224,20,Male,Pants,Clothing,15,Wyoming,M,Turquoise,Fall,3.6,Yes,Standard,Yes,Yes,34,PayPal,Bi-Weekly
225,63,Male,Socks,Clothing,4,South Dakota,S,Beige,Spring,2.7,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
226,25,Male,Jacket,Outerwear,47,Arkansas,M,Olive,Fall,5.0,Yes,Store Pickup,Yes,Yes,11,Bank Transfer,Every 3 Months
227,29,Male,Shoes,Footwear,193,Texas,L,Violet,Fall,4.6,Yes,Next Day Air,Yes,Yes,5,PayPal,Quarterly
228,50,Male,Jeans,Clothing,10,Rhode Island,M,Turquoise,Summer,3.0,Yes,Standard,Yes,Yes,25,Venmo,Monthly
229,18,Male,Socks,Clothing,4,New Hampshire,M,White,Summer,3.1,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
230,70,Male,Sandals,Footwear,60,Ohio,S,Silver,Summer,3.9,Yes,Next Day Air,Yes,Yes,27,PayPal,Monthly
231,66,Male,Scarf,Accessories,8,Utah,L,Olive,Spring,3.4,Yes,Store Pickup,Yes,Yes,43,Credit Card,Weekly
232,28,Male,Blouse,Clothing,36,Tennessee,M,Blue,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
233,54,Male,Jewelry,Accessories,125,Hawaii,L,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly
234,19,Male,Sweater,Clothing,51,Arizona,XL,Yellow,Winter,4.8,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Monthly
235,20,Male,Gloves,Accessories,6,South Dakota,S,Silver,Spring,3.3,Yes,Store Pickup,Yes,Yes,24,Credit Card,Monthly
236,43,Male,Sunglasses,Accessories,8,New Jersey,M,Cyan,Summer,2.6,Yes,Free Shipping,Yes,Yes,31,Debit Card,Bi-Weekly
237,38,Male,Coat,Outerwear,130,North Dakota,L,Green,Spring,4.3,Yes,Store Pickup,Yes,Yes,39,PayPal,Fortnightly
238,50,Male,Dress,Clothing,39,Iowa,M,Beige,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,36,Debit Card,Fortnightly
239,64,Male,Skirt,Clothing,25,Ohio,M,Peach,Spring,4.4,Yes,Express,Yes,Yes,5,Cash,Quarterly
240,49,Male,Pants,Clothing,48,Vermont,L,Yellow,Spring,4.1,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Weekly
241,47,Male,Sweater,Clothing,15,Montana,XL,Turquoise,Fall,4.2,Yes,Standard,Yes,Yes,29,Bank Transfer,Monthly
242,36,Male,Hoodie,Clothing,67,Delaware,M,Peach,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,43,Venmo,Weekly
243,55,Male,Coat,Outerwear,189,New York,L,Gray,Spring,4.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
244,25,Male,Jewelry,Accessories,59,Kentucky,M,Olive,Winter,4.7,Yes,Store Pickup,Yes,Yes,4,Debit Card,Annually
245,53,Male,Belt,Accessories,19,Oregon,S,Indigo,Fall,4.5,Yes,Store Pickup,Yes,Yes,39,PayPal,Fortnightly
246,49,Male,Sandals,Footwear,32,Rhode Island,L,Charcoal,Summer,3.8,Yes,Free Shipping,Yes,Yes,45,Venmo,Weekly
247,35,Male,Sunglasses,Accessories,18,Nevada,XL,Beige,Summer,4.6,Yes,Next Day Air,Yes,Yes,20,Venmo,Every 3 Months
248,29,Male,Sweater,Clothing,12,Montana,XL,Brown,Spring,4.9,Yes,Express,Yes,Yes,14,Debit Card,Every 3 Months
249,47,Male,Belt,Accessories,12,Pennsylvania,M,Blue,Winter,4.4,Yes,Store Pickup,Yes,Yes,33,PayPal,Bi-Weekly
250,53,Male,Handbag,Accessories,170,Alaska,S,Teal,Fall,4.7,Yes,Store Pickup,Yes,Yes,18,Credit Card,Every 3 Months
251,33,Male,Skirt,Clothing,65,Mississippi,L,Black,Summer,3.6,Yes,Free Shipping,Yes,Yes,9,Bank Transfer,Quarterly
252,21,Male,Handbag,Accessories,55,Wyoming,XL,Gold,Winter,4.4,Yes,Store Pickup,Yes,Yes,34,PayPal,Bi-Weekly
253,32,Male,Shorts,Clothing,19,Delaware,M,Violet,Spring,4.3,Yes,Next Day Air,Yes,Yes,33,Venmo,Bi-Weekly
254,52,Male,Boots,Footwear,49,Oklahoma,L,Cyan,Winter,4.7,Yes,Store Pickup,Yes,Yes,15,Bank Transfer,Every 3 Months
255,67,Male,Sunglasses,Accessories,7,Indiana,M,White,Summer,2.8,Yes,Standard,Yes,Yes,4,PayPal,Annually
256,43,Male,Scarf,Accessories,9,Maryland,M,Charcoal,Fall,3.0,Yes,Store Pickup,Yes,Yes,25,Debit Card,Monthly
257,58,Male,Jewelry,Accessories,168,South Dakota,XL,Violet,Summer,4.3,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months
258,20,Male,Handbag,Accessories,51,West Virginia,M,Red,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Quarterly
259,61,Male,Gloves,Accessories,6,Alabama,S,Lavender,Spring,3.3,Yes,Store Pickup,Yes,Yes,16,Cash,Every 3 Months
260,32,Male,Jeans,Clothing,18,Louisiana,M,Gold,Spring,4.7,Yes,Store Pickup,Yes,Yes,13,Debit Card,Every 3 Months
261,38,Male,Hat,Accessories,12,Montana,S,Red,Spring,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
262,21,Male,Jeans,Clothing,36,California,L,Magenta,Summer,3.8,Yes,Next Day Air,Yes,Yes,21,Credit Card,Monthly
263,37,Male,Pants,Clothing,22,Hawaii,M,Teal,Fall,4.6,Yes,Next Day Air,Yes,Yes,6,Debit Card,Quarterly
264,27,Male,Shorts,Clothing,12,Iowa,M,Purple,Summer,3.8,Yes,Standard,Yes,Yes,29,Venmo,Monthly
265,36,Male,Pants,Clothing,20,Colorado,S,Charcoal,Fall,4.5,Yes,Express,Yes,Yes,15,Cash,Every 3 Months
266,32,Male,Backpack,Accessories,45,Michigan,M,Gray,Spring,4.5,Yes,Store Pickup,Yes,Yes,17,Bank Transfer,Every 3 Months
267,51,Male,Jewelry,Accessories,110,Louisiana,L,White,Summer,4.7,Yes,Next Day Air,Yes,Yes,32,Credit Card,Bi-Weekly
268,64,Male,Sweater,Clothing,65,Maryland,M,Olive,Winter,4.1,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
269,68,Male,Shoes,Footwear,43,Georgia,M,Charcoal,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,21,Cash,Monthly
270,68,Male,Blouse,Clothing,23,Georgia,M,Charcoal,Winter,3.9,Yes,Standard,Yes,Yes,9,Cash,Quarterly
271,33,Male,Jeans,Clothing,38,North Dakota,XL,Orange,Spring,4.3,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
272,65,Male,Sunglasses,Accessories,3,Maryland,XL,Yellow,Spring,3.1,Yes,Store Pickup,Yes,Yes,42,Credit Card,Weekly
273,48,Male,Jewelry,Accessories,77,Oregon,M,Beige,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Fortnightly
274,69,Male,Coat,Outerwear,48,North Dakota,S,Silver,Winter,4.1,Yes,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly
275,59,Male,Jewelry,Accessories,99,Maryland,M,Indigo,Summer,4.5,Yes,Express,Yes,Yes,28,Cash,Monthly
276,48,Male,Backpack,Accessories,37,Virginia,XL,Lavender,Winter,4.0,Yes,Free Shipping,Yes,Yes,13,Credit Card,Every 3 Months
277,25,Male,Skirt,Clothing,12,South Dakota,XL,Turquoise,Summer,4.6,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Every 3 Months
278,29,Male,Shirt,Clothing,65,Georgia,M,Green,Spring,3.5,Yes,Standard,Yes,Yes,36,Bank Transfer,Fortnightly
279,57,Male,Sweater,Clothing,37,Hawaii,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,23,Debit Card,Monthly
280,23,Male,Sneakers,Footwear,64,Arkansas,L,Turquoise,Summer,3.6,Yes,Standard,Yes,Yes,37,Bank Transfer,Fortnightly
281,45,Male,Sandals,Footwear,55,Montana,S,Cyan,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,21,Cash,Monthly
282,38,Male,Belt,Accessories,12,Oklahoma,XL,Charcoal,Fall,4.2,Yes,Free Shipping,Yes,Yes,22,Debit Card,Monthly
283,21,Male,Skirt,Clothing,30,Minnesota,M,Teal,Spring,4.5,Yes,Store Pickup,Yes,Yes,9,Cash,Quarterly
284,32,Male,Sweater,Clothing,65,Montana,S,Maroon,Winter,4.9,Yes,Express,Yes,Yes,16,Venmo,Every 3 Months
285,63,Male,Skirt,Clothing,22,Ohio,M,Red,Summer,3.9,Yes,Next Day Air,Yes,Yes,4,PayPal,Annually
286,29,Male,Handbag,Accessories,112,Kentucky,XL,Yellow,Summer,4.8,Yes,Store Pickup,Yes,Yes,3,Debit Card,Annually
287,27,Male,Jewelry,Accessories,124,Nebraska,L,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,6,Debit Card,Quarterly
288,56,Male,Scarf,Accessories,7,Delaware,L,Blue,Winter,2.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Every 3 Months
289,30,Male,T-shirt,Clothing,70,North Carolina,M,Lavender,Summer,4.2,Yes,Free Shipping,Yes,Yes,34,Venmo,Bi-Weekly
290,49,Male,Coat,Outerwear,152,New York,M,Yellow,Winter,4.4,Yes,Store Pickup,Yes,Yes,26,Credit Card,Monthly
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Fall,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
292,57,Male,Dress,Clothing,24,Delaware,XL,Violet,Summer,4.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Fortnightly
293,60,Male,Shoes,Footwear,92,Utah,M,Green,Winter,4.7,Yes,Express,Yes,Yes,24,Cash,Monthly
294,69,Male,Handbag,Accessories,47,Connecticut,M,White,Winter,4.5,Yes,Express,Yes,Yes,33,PayPal,Bi-Weekly
295,70,Male,Skirt,Clothing,10,New Jersey,M,Gold,Fall,3.3,Yes,Free Shipping,Yes,Yes,19,Credit Card,Every 3 Months
296,53,Male,Sunglasses,Accessories,7,West Virginia,M,Indigo,Summer,3.3,Yes,Standard,Yes,Yes,24,Credit Card,Monthly
297,25,Male,Sandals,Footwear,59,Indiana,S,Lavender,Summer,3.8,Yes,Free Shipping,Yes,Yes,19,Credit Card,Every 3 Months
298,48,Male,Shoes,Footwear,100,Delaware,XL,Purple,Fall,4.5,Yes,Next Day Air,Yes,Yes,4,Credit Card,Annually
299,69,Male,T-shirt,Clothing,56,Maryland,M,Lavender,Summer,4.0,Yes,Next Day Air,Yes,Yes,11,Venmo,Every 3 Months
300,25,Male,Sneakers,Footwear,61,Pennsylvania,M,Maroon,Summer,4.1,Yes,Next Day Air,Yes,Yes,28,PayPal,Monthly
301,29,Male,Hat,Accessories,9,Iowa,M,Teal,Spring,3.1,Yes,Store Pickup,Yes,Yes,24,PayPal,Monthly
302,46,Male,Skirt,Clothing,45,Pennsylvania,M,Green,Summer,4.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Monthly
303,37,Male,Sweater,Clothing,31,Delaware,L,Olive,Spring,4.2,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Monthly
304,20,Male,Sandals,Footwear,25,Oregon,M,Turquoise,Spring,4.6,Yes,Express,Yes,Yes,49,Venmo,Weekly
305,40,Male,Dress,Clothing,44,Oregon,M,Green,Summer,4.9,Yes,Next Day Air,Yes,Yes,45,Credit Card,Weekly
306,60,Male,Sweater,Clothing,61,Utah,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,26,PayPal,Monthly
307,26,Male,Jacket,Outerwear,169,North Dakota,S,White,Fall,4.7,Yes,Store Pickup,Yes,Yes,4,Cash,Annually
308,29,Male,Gloves,Accessories,17,Florida,M,Orange,Spring,4.5,Yes,Express,Yes,Yes,3,Credit Card,Annually
309,66,Male,Handbag,Accessories,61,Maryland,M,Beige,Fall,3.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly
310,66,Male,Dress,Clothing,31,Minnesota,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,21,Cash,Monthly
311,56,Male,Pants,Clothing,20,Montana,M,Charcoal,Summer,4.3,Yes,Express,Yes,Yes,50,Cash,Weekly
312,69,Male,Jeans,Clothing,35,Rhode Island,L,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,19,Bank Transfer,Every 3 Months
313,38,Male,Pants,Clothing,26,Massachusetts,L,Green,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,PayPal,Quarterly
314,42,Male,Dress,Clothing,32,Vermont,M,Pink,Spring,4.2,Yes,Standard,Yes,Yes,50,Credit Card,Weekly
315,30,Male,Pants,Clothing,56,New Jersey,M,Purple,Fall,4.1,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months
316,66,Male,Jewelry,Accessories,34,Wisconsin,XL,Orange,Fall,4.3,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly
317,36,Male,Handbag,Accessories,84,California,M,Charcoal,Winter,4.3,Yes,Next Day Air,Yes,Yes,46,Venmo,Weekly
318,58,Male,Sweater,Clothing,17,West Virginia,L,Teal,Winter,3.9,Yes,Free Shipping,Yes,Yes,42,Cash,Weekly
319,45,Male,Backpack,Accessories,16,South Dakota,M,Beige,Fall,4.5,Yes,Next Day Air,Yes,Yes,10,Cash,Quarterly
320,47,Male,Shorts,Clothing,42,Maine,XL,White,Summer,4.4,Yes,Next Day Air,Yes,Yes,1,Cash,Annually
321,66,Male,Jewelry,Accessories,65,Kansas,L,White,Winter,4.9,Yes,Express,Yes,Yes,28,Debit Card,Monthly
322,41,Male,Sneakers,Footwear,60,Vermont,L,Orange,Summer,4.6,Yes,Next Day Air,Yes,Yes,48,Debit Card,Weekly
323,41,Male,Belt,Accessories,15,Tennessee,S,Cyan,Summer,4.9,Yes,Store Pickup,Yes,Yes,47,Credit Card,Weekly
324,66,Male,Hoodie,Clothing,52,Tennessee,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,29,PayPal,Monthly
325,37,Male,Shirt,Clothing,15,Wyoming,M,Olive,Fall,5.0,Yes,Next Day Air,Yes,Yes,37,Venmo,Fortnightly
326,70,Male,Pants,Clothing,20,Vermont,M,Charcoal,Spring,4.1,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly
327,62,Male,Scarf,Accessories,4,New Jersey,M,White,Fall,3.3,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
328,61,Male,Coat,Outerwear,45,Iowa,M,Teal,Fall,4.0,Yes,Standard,Yes,Yes,36,PayPal,Fortnightly
329,48,Male,Coat,Outerwear,127,Florida,M,Yellow,Fall,4.6,Yes,Store Pickup,Yes,Yes,9,Credit Card,Quarterly
330,70,Male,Socks,Clothing,5,Nevada,S,White,Fall,3.3,Yes,Standard,Yes,Yes,34,Bank Transfer,Bi-Weekly
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,43,Venmo,Weekly
332,31,Male,Shirt,Clothing,49,Florida,L,Beige,Winter,4.9,Yes,Express,Yes,Yes,46,PayPal,Weekly
333,19,Male,Shirt,Clothing,15,New York,M,Maroon,Winter,4.2,Yes,Next Day Air,Yes,Yes,5,Credit Card,Quarterly
334,39,Male,Sweater,Clothing,58,Alaska,M,Teal,Spring,4.7,Yes,Next Day Air,Yes,Yes,15,Bank Transfer,Every 3 Months
335,41,Male,Blouse,Clothing,67,Kansas,M,Lavender,Summer,4.0,Yes,Standard,Yes,Yes,30,Credit Card,Monthly
336,20,Male,Sweater,Clothing,45,Oregon,L,Maroon,Summer,3.7,Yes,Standard,Yes,Yes,44,Venmo,Weekly
337,36,Male,Hat,Accessories,9,Rhode Island,S,Orange,Spring,3.0,Yes,Store Pickup,Yes,Yes,16,PayPal,Every 3 Months
338,32,Male,Sweater,Clothing,25,New Mexico,M,Cyan,Fall,3.7,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months
339,69,Male,Hoodie,Clothing,29,Massachusetts,M,Silver,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,16,Cash,Every 3 Months
340,40,Male,Shorts,Clothing,43,Pennsylvania,M,Teal,Spring,4.1,Yes,Next Day Air,Yes,Yes,21,Credit Card,Monthly
341,40,Male,Shorts,Clothing,21,New Jersey,L,Blue,Summer,4.4,Yes,Express,Yes,Yes,39,Venmo,Fortnightly
342,20,Male,Hat,Accessories,7,Utah,S,Blue,Spring,3.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
343,64,Male,Coat,Outerwear,44,Kentucky,M,Olive,Fall,4.9,Yes,Store Pickup,Yes,Yes,48,Credit Card,Weekly
344,27,Male,Sandals,Footwear,62,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly
345,24,Male,Skirt,Clothing,58,Virginia,M,Charcoal,Spring,4.9,Yes,Express,Yes,Yes,46,Debit Card,Weekly
346,48,Male,Shoes,Footwear,171,Wyoming,S,Olive,Fall,4.6,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Monthly
347,49,Male,Jeans,Clothing,57,New Mexico,L,Violet,Fall,3.6,Yes,Standard,Yes,Yes,5,Cash,Quarterly
348,36,Male,Sandals,Footwear,45,Oregon,L,Red,Summer,3.7,Yes,Standard,Yes,Yes,43,PayPal,Weekly
349,56,Male,Blouse,Clothing,39,South Carolina,M,Beige,Spring,3.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Every 3 Months
350,37,Male,Hat,Accessories,10,Arizona,M,Green,Fall,3.4,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Annually
351,42,Male,Sweater,Clothing,60,Kentucky,M,Violet,Spring,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Weekly
352,28,Male,Skirt,Clothing,14,New York,M,Teal,Summer,4.3,Yes,Express,Yes,Yes,24,Debit Card,Monthly
353,27,Male,Jeans,Clothing,31,Texas,XL,Yellow,Summer,4.4,Yes,Express,Yes,Yes,12,Cash,Every 3 Months
354,63,Male,Sneakers,Footwear,43,Missouri,L,Yellow,Summer,4.3,Yes,Store Pickup,Yes,Yes,35,Debit Card,Bi-Weekly
355,58,Male,Jewelry,Accessories,81,Pennsylvania,S,Olive,Winter,4.4,Yes,Express,Yes,Yes,42,Venmo,Weekly
356,37,Male,Jewelry,Accessories,150,Oregon,XL,Magenta,Fall,4.2,Yes,Next Day Air,Yes,Yes,1,PayPal,Annually
357,56,Male,Pants,Clothing,37,Nevada,L,Black,Fall,4.1,Yes,Free Shipping,Yes,Yes,27,Cash,Monthly
358,18,Male,Belt,Accessories,8,Arkansas,M,Olive,Summer,2.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Every 3 Months
359,48,Male,Hat,Accessories,12,Minnesota,XL,Magenta,Summer,4.9,Yes,Store Pickup,Yes,Yes,36,Credit Card,Fortnightly
360,31,Male,Sneakers,Footwear,64,Georgia,M,Olive,Spring,4.3,Yes,Next Day Air,Yes,Yes,30,Credit Card,Monthly
361,51,Male,Pants,Clothing,60,Rhode Island,M,Teal,Spring,5.0,Yes,Express,Yes,Yes,18,Debit Card,Every 3 Months
362,65,Male,T-shirt,Clothing,67,Nevada,M,White,Summer,4.8,Yes,Next Day Air,Yes,Yes,45,Cash,Weekly
363,53,Male,Sneakers,Footwear,27,Texas,M,Charcoal,Summer,3.7,Yes,Next Day Air,Yes,Yes,1,Venmo,Annually
364,55,Male,Shorts,Clothing,32,Florida,L,Yellow,Winter,4.0,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Weekly
365,62,Male,Shoes,Footwear,40,North Dakota,L,Charcoal,Winter,4.5,Yes,Express,Yes,Yes,7,Venmo,Quarterly
366,55,Male,Gloves,Accessories,15,West Virginia,XL,Gray,Fall,4.4,Yes,Next Day Air,Yes,Yes,50,PayPal,Weekly
367,64,Male,Socks,Clothing,4,Nebraska,M,Turquoise,Spring,2.6,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
368,52,Male,Dress,Clothing,31,Tennessee,XL,Cyan,Summer,4.5,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Every 3 Months
369,24,Male,Handbag,Accessories,43,Oklahoma,M,Charcoal,Fall,4.2,Yes,Free Shipping,Yes,Yes,29,Cash,Monthly
370,38,Male,Belt,Accessories,18,Wisconsin,M,Silver,Spring,4.9,Yes,Next Day Air,Yes,Yes,45,PayPal,Weekly
371,59,Male,Scarf,Accessories,18,Oregon,M,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Every 3 Months
372,27,Male,Sneakers,Footwear,26,North Carolina,S,Pink,Spring,3.5,Yes,Free Shipping,Yes,Yes,47,PayPal,Weekly
373,24,Male,Sweater,Clothing,35,Pennsylvania,L,Orange,Fall,4.3,Yes,Next Day Air,Yes,Yes,7,Debit Card,Quarterly
374,23,Male,Coat,Outerwear,45,North Dakota,L,White,Fall,4.5,Yes,Next Day Air,Yes,Yes,11,Venmo,Every 3 Months
375,69,Male,Jewelry,Accessories,39,Ohio,S,Purple,Fall,4.4,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Fortnightly
376,59,Male,Sunglasses,Accessories,16,Oklahoma,M,Olive,Spring,4.3,Yes,Next Day Air,Yes,Yes,6,Debit Card,Quarterly
377,51,Male,Shoes,Footwear,191,South Carolina,S,Gray,Spring,4.6,Yes,Express,Yes,Yes,2,Venmo,Annually
378,63,Male,Scarf,Accessories,3,Maine,M,Silver,Fall,3.5,Yes,Free Shipping,Yes,Yes,39,Credit Card,Fortnightly
379,54,Male,Dress,Clothing,27,Nevada,L,Orange,Summer,3.6,Yes,Standard,Yes,Yes,23,Credit Card,Monthly
380,32,Male,T-shirt,Clothing,55,Montana,S,Magenta,Fall,3.9,Yes,Next Day Air,Yes,Yes,46,Debit Card,Weekly
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,4.5,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Every 3 Months
382,66,Male,Jewelry,Accessories,67,Maine,L,Lavender,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Credit Card,Annually
383,28,Male,Jeans,Clothing,55,California,M,Peach,Winter,3.5,Yes,Next Day Air,Yes,Yes,47,PayPal,Weekly
384,50,Male,Sunglasses,Accessories,16,West Virginia,S,Magenta,Spring,4.8,Yes,Express,Yes,Yes,6,PayPal,Quarterly
385,70,Male,Sweater,Clothing,45,California,M,Beige,Fall,3.8,Yes,Free Shipping,Yes,Yes,6,Venmo,Quarterly
386,67,Male,Shorts,Clothing,36,West Virginia,S,Yellow,Fall,4.1,Yes,Next Day Air,Yes,Yes,12,Credit Card,Every 3 Months
387,64,Male,Jewelry,Accessories,46,Louisiana,L,Brown,Spring,4.5,Yes,Next Day Air,Yes,Yes,40,PayPal,Fortnightly
388,45,Male,Coat,Outerwear,109,Georgia,L,Silver,Fall,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly
389,22,Male,Handbag,Accessories,44,Washington,M,Orange,Winter,3.6,Yes,Free Shipping,Yes,Yes,10,PayPal,Quarterly
390,27,Male,Boots,Footwear,16,Virginia,L,Purple,Winter,4.5,Yes,Store Pickup,Yes,Yes,28,Bank Transfer,Monthly
